Owner	Year	Month	Sales	Transactions	Items
10275	2016	2	15.99	1	1
10275	2016	1	9.18	1	2
10276	2011	12	2.84E-14	4	45
10276	2011	11	-7.11E-15	7	68
10276	2011	10	1.78E-15	6	80
10276	2011	9	3.55E-15	6	50
10276	2012	12	-3.55E-15	1	6
10276	2012	11	-1.11E-15	2	17
10276	2012	10	-4.44E-16	2	14
10276	2012	9	4.44E-15	5	33
10276	2012	8	8.88E-16	4	30
10276	2012	7	7.11E-15	4	33
10276	2012	6	0	4	34
10276	2012	5	0.12	9	65
10276	2012	4	0	6	57
10276	2012	3	2.6	3	52
10276	2012	2	2.4	8	60
10276	2012	1	-7.11E-15	7	66
10276	2013	8	-1.78E-15	2	17
10276	2013	5	0.37	3	28
10276	2013	4	7.11E-15	4	24
10276	2013	3	3.55E-15	1	6
10276	2013	2	1.78E-15	1	9
10276	2014	7	9.47	2	2
10276	2014	3	21.84	1	7
10277	2010	12	6.5	1	20
10277	2010	11	1	2	22
10277	2010	10	2.25	2	26
10277	2010	8	1.25	2	15
10277	2010	7	14.13	1	11
10277	2010	5	26.03	1	14
10277	2010	4	23.35	1	19
10277	2010	3	31.3	1	13
10277	2010	2	29.2	1	12
10277	2010	1	25.54	1	12
10277	2011	12	4.3	2	23
10277	2011	11	8.75	2	23
10277	2011	10	3	1	16
10277	2011	8	6.8	1	17
10277	2011	7	1	1	13
10277	2011	6	1.13	2	18
10277	2011	5	4	1	12
10277	2011	4	1	1	9
10277	2011	3	8.14	2	28
10277	2011	2	2	1	8
10277	2012	12	-1.78E-15	2	17
10277	2012	11	4.4	2	37
10277	2012	10	2.55	1	20
10277	2012	9	4.5	2	17
10277	2012	8	2.66E-15	1	14
10277	2012	6	1.5	2	27
10277	2012	4	1.55	1	14
10277	2012	3	4.55	2	35
10277	2012	1	3.75	1	15
10277	2013	11	4	2	31
10277	2013	10	1.85	1	24
10277	2013	9	1.8	1	15
10277	2013	8	-3.55E-15	1	22
10277	2013	7	2.5	1	13
10277	2013	5	0	1	5
10277	2013	4	3.25	3	38
10277	2013	3	2.07	1	25
10277	2013	1	2.5	4	44
10277	2014	11	22.92	1	8
10277	2014	5	106.38	4	31
10277	2014	3	122.77	3	45
10277	2014	2	38.03	1	14
10277	2015	7	4.77	1	1
10277	2015	3	11.52	1	5
10277	2016	5	11.02	1	4
10278	2010	10	1.3	3	62
10278	2010	7	82.04	2	23
10278	2010	5	23.04	1	11
10278	2010	3	93.68	2	37
10278	2010	2	74.6	1	36
10278	2010	1	135.19	4	49
10278	2011	11	1.51	2	22
10278	2011	10	-6.22E-15	3	27
10278	2011	9	3.55E-15	3	34
10278	2011	8	2.66E-15	6	73
10278	2011	7	2.13E-14	6	70
10278	2011	6	1.78E-15	3	28
10278	2011	5	1.78E-15	4	40
10278	2011	4	-4.26E-14	6	78
10278	2011	3	-7.11E-15	2	38
10278	2011	2	-3.55E-15	4	59
10278	2011	1	-3.55E-15	2	16
10278	2012	12	0	2	29
10278	2012	11	0.18	3	21
10278	2012	10	0	1	11
10278	2012	9	-7.11E-15	5	58
10278	2012	8	8.88E-16	1	9
10278	2012	7	0	2	15
10278	2012	5	1.78E-15	1	11
10278	2012	3	3.55E-15	2	27
10278	2012	1	0	1	13
10278	2013	12	0.51	9	84
10278	2013	11	0.76	10	95
10278	2013	10	1.84	8	77
10278	2013	9	3.56	13	115
10278	2013	8	6.28	13	134
10278	2013	7	1.63	9	114
10278	2013	6	0.82	14	150
10278	2013	5	0.81	7	69
10278	2013	4	6.22E-15	3	26
10278	2013	3	3.55E-15	2	23
10278	2013	2	7.11E-15	5	64
10278	2013	1	3.64E-14	4	41
10278	2014	12	187.34	8	50
10278	2014	11	207	8	59
10278	2014	10	227.72	9	64
10278	2014	9	156.4	8	40
10278	2014	8	324.49	13	77
10278	2014	7	252.79	12	81
10278	2014	6	205.05	8	56
10278	2014	5	274.08	10	85
10278	2014	4	266.32	14	87
10278	2014	3	278.74	11	70
10278	2014	2	237.11	11	75
10278	2014	1	158.62	12	57
10278	2015	12	288.32	13	78
10278	2015	11	181.83	9	44
10278	2015	10	215.94	11	57
10278	2015	9	165.37	6	41
10278	2015	8	255.69	13	67
10278	2015	7	194.57	13	56
10278	2015	6	240.6	14	67
10278	2015	5	249.25	13	62
10278	2015	4	285.93	10	61
10278	2015	3	137.61	4	31
10278	2015	2	269.91	9	60
10278	2015	1	207.82	7	51
10278	2016	12	8.69	1	3
10278	2016	11	58.55	2	3
10278	2016	10	24.56	2	4
10278	2016	8	81.96	2	7
10278	2016	5	98.21	5	25
10278	2016	4	327.23	17	80
10278	2016	3	250.03	12	59
10278	2016	2	241.7	12	57
10278	2016	1	232.2	14	57
10278	2017	1	27.17	2	8
10279	2014	12	43.09	1	8
10279	2014	11	54.04	1	13
10279	2014	10	23.91	1	3
10279	2014	9	88.08	1	24
10279	2014	8	200.67	3	60
10279	2014	7	174.77	5	43
10279	2014	6	158.14	6	39
10279	2014	5	343.66	5	104
10279	2014	4	90.47	2	27
10279	2014	3	294.26	4	64
10279	2015	10	223.89	3	62
10279	2015	9	10.29	1	1
10279	2015	8	69.63	3	17
10279	2015	7	112.38	2	33
10279	2015	6	89.12	1	21
10279	2015	3	85.28	1	23
10279	2015	2	67.86	1	13
10279	2016	12	163.1	3	44
10279	2016	9	33.82	1	9
10279	2016	8	38.37	1	8
10279	2016	7	202.05	2	51
10279	2016	6	50.69	1	13
10279	2016	5	18.07	1	3
10279	2016	4	50.29	1	14
10279	2017	1	145.39	3	36
10280	2010	12	2.61	5	151
10280	2010	11	0	1	27
10280	2010	10	1.42E-13	3	111
10280	2010	9	3.27	4	158
10280	2010	8	147.34	3	101
10280	2010	7	412.31	2	95
10280	2010	6	589.51	4	142
10280	2010	5	483.79	3	95
10280	2010	4	590.3	4	141
10280	2010	3	342.86	2	85
10280	2010	2	221.81	2	59
10280	2010	1	434.83	3	113
10280	2011	12	0.4	3	131
10280	2011	11	23	3	123
10280	2011	10	0.61	3	128
10280	2011	9	0.5	3	119
10280	2011	8	4.23	4	188
10280	2011	7	2.85	2	86
10280	2011	6	-2.33E-13	4	161
10280	2011	5	-4.09E-14	3	138
10280	2011	4	2.90E-13	3	132
10280	2011	3	0.21	3	121
10280	2011	2	0.13	4	131
10280	2011	1	1.7	4	136
10280	2012	12	1.14E-13	3	111
10280	2012	11	1.03	3	122
10280	2012	10	-1.42E-14	3	73
10280	2012	9	2.84E-14	2	72
10280	2012	8	0.22	1	60
10280	2012	7	3.43	3	112
10280	2012	6	3.14	4	135
10280	2012	5	42.24	5	162
10280	2012	4	1.47	4	146
10280	2012	3	0.22	2	62
10280	2012	2	0.99	3	119
10280	2012	1	1.92	5	177
10280	2013	12	0.59	3	130
10280	2013	11	1.4	2	84
10280	2013	10	-1.14E-13	2	71
10280	2013	9	0.41	3	118
10280	2013	8	-2.13E-14	2	55
10280	2013	7	5.43	4	135
10280	2013	6	6.13	4	182
10280	2013	5	1.35	3	99
10280	2013	4	0.62	3	122
10280	2013	3	-2.13E-14	1	36
10280	2013	2	0.99	3	98
10280	2013	1	1.35	4	136
10280	2014	12	559.85	4	106
10280	2014	11	445.34	3	107
10280	2014	10	188.72	1	42
10280	2014	9	332.55	2	80
10280	2014	8	380.28	2	72
10280	2014	6	245.14	2	46
10280	2014	5	526.42	2	85
10280	2014	4	474.44	3	92
10280	2014	3	450.67	3	90
10280	2014	2	326.5	3	70
10280	2014	1	277.86	3	59
10280	2015	12	430.85	2	96
10280	2015	11	213.46	1	43
10280	2015	10	220.15	1	48
10280	2015	9	118.63	1	19
10280	2015	8	283.89	2	58
10280	2015	6	232.87	1	52
10280	2015	5	238.13	1	44
10280	2015	4	136.63	1	32
10280	2015	3	545.98	3	118
10280	2015	2	362.13	2	81
10280	2015	1	428.38	2	81
10280	2016	12	63.27	1	15
10280	2016	11	165.44	1	42
10280	2016	10	173	1	41
10280	2016	9	175.01	1	40
10280	2016	5	219.83	1	40
10280	2016	4	284.7	2	69
10280	2016	3	176.12	1	41
10280	2016	1	270.91	2	60
10280	2017	1	282.49	2	67
10281	2010	12	7.11E-15	1	16
10281	2010	11	2.84E-14	2	48
10281	2011	12	1.42E-14	2	31
10281	2011	11	0	1	20
10281	2011	10	0.42	3	44
10281	2011	9	2.13E-14	3	44
10281	2011	4	9.77E-15	2	30
10281	2011	3	3.55E-14	6	84
10281	2011	2	3.55E-15	1	19
10281	2012	12	-2.13E-14	1	28
10281	2012	11	4.44E-16	2	15
10281	2012	10	-2.22E-16	1	15
10281	2012	9	1.42E-14	2	31
10281	2012	8	1.07E-14	3	30
10281	2012	7	0	2	24
10281	2012	6	0	2	24
10281	2012	5	3.55E-15	2	20
10281	2012	4	-8.88E-16	1	15
10281	2012	3	1.33E-15	1	13
10281	2012	2	3.55E-15	2	19
10281	2012	1	8.88E-15	1	23
10281	2013	11	7.11E-15	1	16
10281	2013	10	3.55E-15	1	16
10281	2013	9	4.26E-14	2	42
10281	2013	8	0	4	48
10281	2013	7	0	1	6
10281	2013	6	0	2	30
10281	2013	5	0.76	2	42
10281	2013	4	0	1	15
10281	2013	3	7.11E-15	2	29
10281	2013	2	1.42E-14	1	22
10281	2013	1	-2.84E-14	1	34
10281	2014	2	43.25	2	7
10281	2014	1	51.31	1	15
10282	2010	12	-5.33E-15	1	20
10282	2010	11	2.8	2	55
10282	2010	10	-1.42E-14	2	33
10282	2010	9	0	1	19
10282	2010	8	3.55E-15	2	21
10282	2010	7	63.24	3	23
10282	2010	6	33.63	1	17
10282	2010	5	86.49	3	31
10282	2010	4	88.06	2	30
10282	2010	1	32.55	1	7
10282	2011	12	0.9	2	27
10282	2011	11	1.78E-15	1	16
10282	2011	10	1.42E-14	3	41
10282	2011	9	0	1	7
10282	2011	8	0.21	2	28
10282	2011	6	1.8	1	27
10282	2011	5	3.91E-14	1	50
10282	2011	4	-4.44E-15	1	16
10282	2011	2	0	2	20
10282	2011	1	0	3	27
10282	2012	12	-2.22E-16	1	9
10282	2012	4	8.88E-16	1	14
10282	2013	7	2.66E-15	1	15
10282	2014	6	6.8	1	4
10283	2010	11	0	1	7
10283	2010	9	0.7	2	18
10283	2010	8	1	1	14
10283	2010	7	29.07	1	3
10283	2010	6	79.41	1	12
10283	2010	4	86.52	3	18
10283	2010	3	30.17	1	6
10283	2010	2	116.66	3	18
10283	2010	1	125.63	2	21
10283	2014	8	63.82	1	6
10283	2014	7	40.59	1	9
10283	2014	3	51.13	1	8
10284	2011	12	7.11E-15	2	16
10284	2011	10	1.3	1	25
10284	2011	9	5.33E-15	1	13
10284	2011	8	2	2	48
10284	2012	12	7.11E-15	6	50
10284	2012	11	0.15	4	66
10284	2012	8	-8.88E-16	1	7
10284	2012	6	0	3	29
10284	2012	5	7.11E-15	3	22
10284	2012	4	0.9	1	30
10284	2012	3	0.41	3	63
10284	2012	2	1.42E-14	3	29
10284	2012	1	-7.11E-15	1	16
10284	2013	9	0	1	8
10284	2013	6	6.22E-15	1	13
10284	2013	5	-3.55E-15	2	14
10284	2013	3	7.11E-15	2	29
10284	2013	2	0.6	3	43
10284	2013	1	5.33E-15	3	28
10284	2014	10	69.39	2	22
10284	2014	9	70.1	2	20
10284	2014	8	26.74	1	8
10284	2014	7	44.14	1	9
10284	2014	6	49.34	2	16
10284	2014	3	43.95	2	11
10284	2014	2	12.56	1	4
10284	2015	12	127.6	3	19
10284	2015	11	12.4	1	4
10284	2015	1	4.02	2	2
10284	2016	10	9.08	1	2
10284	2016	9	13.31	1	2
10284	2016	4	70.37	2	7
10284	2016	3	103.8	3	19
10284	2016	1	47	1	9
10284	2017	1	7.98	1	2
10285	2010	12	7.11E-15	5	69
10285	2010	11	1.42E-14	2	46
10285	2010	10	0.19	1	13
10285	2010	9	1.99	1	41
10285	2010	8	14.99	7	56
10285	2010	7	110.66	5	33
10285	2010	6	152.72	5	55
10285	2010	5	96.84	3	33
10285	2010	4	123.92	4	43
10285	2010	3	292.28	9	103
10285	2010	2	145.75	6	56
10285	2010	1	50.42	1	23
10285	2011	11	1.17	4	63
10285	2011	9	-7.11E-15	1	6
10285	2011	8	0	1	5
10285	2011	6	0.27	2	33
10285	2011	5	-8.88E-16	2	12
10285	2011	4	0.37	3	53
10285	2011	3	2.13E-14	3	46
10285	2011	2	2.13E-14	3	92
10285	2011	1	0.13	6	105
10285	2012	12	7.4	2	20
10285	2012	10	1.78E-14	3	41
10285	2012	9	0.14	1	30
10285	2012	8	0	1	14
10285	2012	7	6.22E-15	1	5
10285	2012	5	0.02	4	55
10285	2012	3	1.78E-14	3	45
10285	2012	1	0.3	3	42
10285	2013	12	5.55E-17	1	7
10285	2014	10	27	1	8
10285	2014	6	29.99	1	15
10286	2010	12	0.37	5	112
10286	2010	11	1.7	3	88
10286	2010	10	0.19	1	25
10286	2010	9	2.39	6	144
10286	2010	8	0.4	1	50
10286	2010	7	398.87	6	129
10286	2010	6	257.91	5	78
10286	2010	5	612.63	8	188
10286	2010	4	143.63	3	51
10286	2010	3	299.5	1	94
10286	2010	2	81.8	2	25
10286	2010	1	312.97	3	85
10286	2011	12	8.53E-14	2	102
10286	2011	11	0.17	4	149
10286	2011	10	-3.20E-14	3	83
10286	2011	9	-1.21E-13	3	115
10286	2011	8	1.03E-13	6	160
10286	2011	7	-2.84E-14	5	89
10286	2011	6	0.62	3	49
10286	2011	5	4.31	7	182
10286	2011	4	2	4	96
10286	2011	3	7.11E-15	2	62
10286	2011	2	1.6	4	92
10286	2011	1	0.16	2	84
10286	2012	12	-3.55E-15	2	20
10286	2012	11	0.26	2	65
10286	2012	10	3.52	3	85
10286	2012	9	-9.24E-14	4	148
10286	2012	7	0.21	1	19
10286	2012	6	1.4	4	108
10286	2012	5	0.61	2	57
10286	2012	4	1.01	4	113
10286	2012	3	-8.53E-14	2	93
10286	2012	2	0.21	2	69
10286	2012	1	6.57	5	142
10286	2013	12	-1.78E-15	1	7
10286	2013	11	1.45	4	85
10286	2013	10	0.35	1	34
10286	2013	9	1.01	3	105
10286	2013	8	-2.84E-14	1	39
10286	2013	7	1.04	2	78
10286	2013	6	2.25	2	71
10286	2013	5	-4.26E-14	3	109
10286	2013	4	0	1	13
10286	2013	3	0.21	2	26
10286	2013	2	2.8	2	96
10286	2013	1	-1.42E-14	1	54
10286	2014	10	12.47	1	3
10286	2014	9	120.33	1	33
10286	2014	8	241.31	1	53
10286	2014	6	102.55	2	29
10286	2014	5	39.4	1	15
10286	2014	4	172.47	1	44
10286	2014	3	214.25	2	64
10286	2015	12	79.43	1	28
10286	2015	11	187.22	1	48
10286	2015	10	111.97	1	34
10286	2015	9	314.82	3	82
10286	2015	8	240.5	1	54
10286	2015	6	92.25	2	31
10286	2015	3	141.96	1	39
10286	2015	2	96.55	1	32
10286	2015	1	89.37	1	35
10286	2016	11	165.74	2	52
10286	2016	10	188.34	3	49
10286	2016	6	23.94	1	6
10286	2016	5	332.38	4	101
10286	2016	3	49.79	1	16
10286	2016	2	182.91	2	46
10286	2016	1	219.25	2	52
10286	2017	1	143.1	1	40
10287	2010	12	3.55E-15	2	26
10287	2010	9	0	1	3
10287	2010	8	-7	2	15
10287	2010	7	4.99	1	1
10287	2010	4	21.95	1	7
10287	2010	1	26.99	1	13
10287	2011	10	1.78E-15	1	17
10287	2011	5	-3.55E-15	1	13
10287	2011	4	1.33E-15	1	10
10287	2011	1	0	1	6
10287	2012	2	-1.42E-14	2	20
10287	2012	1	-1.11E-15	1	6
10287	2014	6	54.03	1	18
10287	2015	5	26.38	1	4
10287	2015	2	5.87	1	2
10288	2010	12	-2.13E-14	1	22
10288	2010	11	1.42E-14	2	38
10288	2010	10	0	1	15
10288	2010	8	91.69	3	45
10288	2010	7	164.83	2	23
10288	2010	5	100.9	1	13
10288	2010	4	73.18	1	17
10288	2010	3	65.05	1	11
10288	2010	1	64.62	1	14
10288	2011	12	3.55E-15	1	20
10288	2011	11	7.11E-14	4	66
10288	2011	10	-2.84E-14	1	34
10288	2011	9	2.84E-14	1	39
10288	2011	8	-4.17E-14	2	69
10288	2011	7	-6.04E-14	2	56
10288	2011	6	11.82	3	108
10288	2011	5	2.27E-14	3	101
10288	2011	4	-2.59E-13	3	95
10288	2011	3	0	4	149
10288	2011	2	-4.26E-14	3	79
10288	2012	12	-1.78E-15	1	13
10288	2012	10	1.24E-14	1	14
10288	2012	9	-4.00E-15	1	13
10288	2012	7	-3.55E-15	2	17
10288	2012	6	0.36	2	36
10288	2012	5	-1.42E-14	1	16
10288	2012	3	0	1	15
10288	2012	2	-1.78E-14	2	21
10288	2012	1	0.83	1	20
10288	2013	11	0	1	9
10288	2013	10	5.11E-15	1	13
10288	2013	9	-7.11E-15	1	11
10288	2013	8	3.55E-14	2	36
10288	2013	6	5.93	1	24
10288	2013	5	7.11E-15	1	9
10288	2013	4	0	2	23
10288	2013	3	7.11E-15	1	13
10288	2013	2	0	1	15
10288	2013	1	0.89	2	41
10288	2014	12	164.57	2	23
10288	2014	11	82.19	1	9
10288	2014	9	67.69	1	9
10288	2014	8	81	1	9
10288	2014	7	114.28	1	10
10288	2014	5	132.82	1	14
10288	2014	2	125.12	1	8
10288	2014	1	7.11E-15	1	8
10288	2015	12	34.81	1	6
10288	2015	10	112.86	1	10
10288	2015	8	159.19	2	12
10288	2015	7	162.16	1	16
10288	2015	6	143.82	2	15
10288	2015	5	86.49	1	5
10288	2015	4	72.75	1	6
10288	2015	3	56.55	2	7
10288	2015	1	67.88	1	8
10288	2016	12	227.68	2	21
10288	2016	11	217.37	2	19
10288	2016	10	152.21	3	29
10288	2016	9	46.45	1	9
10288	2016	8	193.03	4	38
10288	2016	7	263.37	3	49
10288	2016	6	111.65	1	9
10288	2016	4	121.22	2	11
10288	2016	1	103.06	1	13
10288	2017	1	185.22	2	29
10289	2010	12	9.34	11	242
10289	2010	11	6.14	15	236
10289	2010	10	25.48	19	302
10289	2010	9	0.73	15	248
10289	2010	8	73.04	18	262
10289	2010	7	742.03	14	240
10289	2010	6	549.95	16	176
10289	2010	5	743.47	13	224
10289	2010	4	648.66	15	200
10289	2010	3	811.55	14	232
10289	2010	2	848.27	13	261
10289	2010	1	555.22	10	167
10289	2011	12	4.87	15	267
10289	2011	11	1.02	16	299
10289	2011	10	0.48	12	268
10289	2011	9	7.4	12	219
10289	2011	8	0.88	13	223
10289	2011	7	-1.99E-13	14	268
10289	2011	6	0.17	12	237
10289	2011	5	0.11	13	243
10289	2011	4	2.79E-13	9	186
10289	2011	3	0.26	17	275
10289	2011	2	-2.84E-14	14	245
10289	2011	1	0.37	10	219
10289	2012	12	0.49	8	165
10289	2012	11	-1.14E-13	11	194
10289	2012	10	13.82	11	216
10289	2012	9	0.93	13	248
10289	2012	8	0.29	12	234
10289	2012	7	6.19	14	286
10289	2012	6	2.23	14	247
10289	2012	5	0.99	17	241
10289	2012	4	0.21	15	266
10289	2012	3	2.86	13	237
10289	2012	2	6.05	13	267
10289	2012	1	1.62	12	257
10289	2013	12	3.14	10	210
10289	2013	11	0.25	10	195
10289	2013	10	3.64	9	191
10289	2013	9	0.75	11	168
10289	2013	8	4.5	11	172
10289	2013	7	0.92	10	171
10289	2013	6	2.16	8	180
10289	2013	5	7.18	5	89
10289	2013	4	0.49	2	39
10289	2013	3	0.86	4	75
10289	2013	2	1.95	5	118
10289	2013	1	0.11	7	141
10289	2014	12	309.11	7	104
10289	2014	11	345.83	7	92
10289	2014	10	390.52	8	86
10289	2014	9	435.22	12	117
10289	2014	8	308.41	9	95
10289	2014	7	343.31	13	96
10289	2014	6	428.88	12	123
10289	2014	5	283.27	6	66
10289	2014	4	287.94	6	70
10289	2014	3	403.58	8	134
10289	2014	2	390.43	4	91
10289	2014	1	288.25	7	120
10289	2015	12	428.35	7	116
10289	2015	11	277.49	5	71
10289	2015	10	472.79	9	121
10289	2015	9	377.71	8	115
10289	2015	8	361.88	10	114
10289	2015	7	371.81	6	98
10289	2015	6	370.58	14	111
10289	2015	5	535.61	9	138
10289	2015	4	299.22	5	84
10289	2015	3	346.62	7	92
10289	2015	2	419.37	8	113
10289	2015	1	590.52	9	165
10289	2016	12	229.45	6	56
10289	2016	11	145.85	3	31
10289	2016	10	185.99	3	45
10289	2016	9	123.43	4	39
10289	2016	8	59.9	2	22
10289	2016	7	193.91	5	47
10289	2016	6	279.69	6	73
10289	2016	5	300.95	7	80
10289	2016	4	237.2	5	55
10289	2016	3	419.95	6	97
10289	2016	2	291.67	5	82
10289	2016	1	307.15	4	62
10289	2017	1	251.82	5	66
10290	2010	12	6.39E-14	13	191
10290	2010	11	1.71	7	118
10290	2010	10	0.13	8	124
10290	2010	9	3	10	134
10290	2010	8	50.92	10	174
10290	2010	7	253.12	9	106
10290	2010	6	329.64	14	154
10290	2010	5	303.98	14	143
10290	2010	4	226	7	99
10290	2010	3	336.95	16	166
10290	2010	2	260.7	7	123
10290	2010	1	259.9	14	126
10290	2011	12	0.39	11	204
10290	2011	11	0.7	11	166
10290	2011	10	9.63	11	170
10290	2011	9	-2.13E-14	9	119
10290	2011	8	0.42	9	162
10290	2011	7	-1.42E-14	10	161
10290	2011	6	0.92	10	158
10290	2011	5	0.09	16	212
10290	2011	4	5.24E-14	7	130
10290	2011	3	3.01	8	153
10290	2011	2	-3.55E-14	6	103
10290	2011	1	2.84E-14	15	203
10290	2012	12	3.66	11	208
10290	2012	11	0.13	8	184
10290	2012	10	5.96	11	197
10290	2012	9	1.63	8	142
10290	2012	8	1.17	12	150
10290	2012	7	0.92	14	168
10290	2012	6	0.97	10	161
10290	2012	5	1.17	8	130
10290	2012	4	3.19	9	166
10290	2012	3	1.42	15	257
10290	2012	2	2.66E-14	8	97
10290	2012	1	0.17	9	164
10290	2013	12	0.38	2	48
10290	2013	11	2.21	14	169
10290	2013	10	1.2	12	153
10290	2013	9	2.75	14	222
10290	2013	8	3.11	8	171
10290	2013	7	1.34	11	192
10290	2013	6	0.57	10	174
10290	2013	5	1.08	11	201
10290	2013	4	2.31	10	195
10290	2013	3	0.23	7	174
10290	2013	2	0.63	6	168
10290	2013	1	0.28	9	172
10290	2014	12	240.28	9	130
10290	2014	11	191.92	7	90
10290	2014	10	230.96	12	124
10290	2014	9	201.72	10	115
10290	2014	8	170.27	9	90
10290	2014	7	259.26	9	131
10290	2014	6	200.15	7	110
10290	2014	5	284.71	13	137
10290	2014	4	268.3	8	133
10290	2014	3	169.29	8	88
10290	2014	1	82.14	6	41
10290	2015	12	328.67	16	161
10290	2015	11	380.51	21	177
10290	2015	10	399.18	20	213
10290	2015	9	375.35	24	190
10290	2015	8	291.9	22	182
10290	2015	7	287.17	22	137
10290	2015	6	329.05	28	149
10290	2015	5	407.5	27	195
10290	2015	4	283.2	25	159
10290	2015	3	306.56	23	165
10290	2015	2	306.69	20	157
10290	2015	1	254.52	17	123
10290	2016	12	348.93	20	178
10290	2016	11	480.72	23	223
10290	2016	10	429.48	26	193
10290	2016	9	274.17	9	133
10290	2016	8	320.41	12	157
10290	2016	7	287.63	14	138
10290	2016	6	301.18	13	148
10290	2016	5	336.99	20	195
10290	2016	4	348.58	16	187
10290	2016	3	377.79	22	194
10290	2016	2	308.53	13	163
10290	2016	1	424.22	18	205
10290	2017	1	281	11	134
10291	2010	11	1.33	3	111
10291	2010	10	0.18	2	60
10291	2010	9	-1.42E-14	2	60
10291	2010	8	0.14	1	11
10291	2010	7	103.91	2	34
10291	2010	6	234.82	3	74
10291	2010	5	198.86	2	60
10291	2010	4	238.43	2	81
10291	2010	3	266.08	2	84
10291	2010	2	319.99	4	99
10291	2010	1	335	4	90
10291	2011	12	2.56	2	80
10291	2011	11	-2.84E-14	1	35
10291	2011	10	1.42E-14	1	30
10291	2011	8	-1.42E-14	2	32
10291	2011	7	2.84E-14	2	57
10291	2011	6	0.93	3	79
10291	2011	5	5.06E-14	3	66
10291	2011	4	1.5	4	140
10291	2011	3	7.11E-14	3	95
10291	2011	2	0.21	1	39
10291	2011	1	0.46	1	65
10291	2012	12	1.91	4	132
10291	2012	11	-5.68E-14	2	60
10291	2012	10	1.1	4	86
10291	2012	8	-7.11E-14	1	45
10291	2012	7	0.39	3	48
10291	2012	6	0.63	3	66
10291	2012	5	0.42	3	100
10291	2012	4	4.97E-14	2	52
10291	2012	3	-4.26E-14	1	50
10291	2012	2	0.42	2	92
10291	2012	1	0.46	2	76
10291	2013	12	-3.55E-15	1	20
10291	2013	11	-2.13E-14	1	39
10291	2013	10	-1.42E-14	2	88
10291	2013	8	-7.11E-15	1	19
10291	2013	7	0	1	17
10291	2013	6	2.84E-14	2	52
10291	2013	5	-1.07E-14	1	34
10291	2013	4	1.78E-14	2	55
10291	2013	3	1.42E-14	1	28
10291	2013	2	-1.42E-14	1	30
10291	2013	1	1.78E-14	2	34
10291	2014	11	121.83	2	25
10291	2014	10	91.52	1	25
10291	2014	8	85.47	1	21
10291	2014	6	116.27	1	26
10291	2014	5	64.83	1	18
10291	2014	4	101.41	1	24
10291	2014	2	92.01	1	23
10291	2014	1	197.71	1	47
10291	2015	11	90.19	1	20
10291	2015	9	42.24	1	9
10291	2015	8	82.59	1	18
10291	2015	7	39.1	1	11
10291	2015	6	46.66	1	14
10291	2015	5	72.23	1	12
10291	2015	4	229.16	2	53
10291	2015	3	82.15	1	25
10291	2015	1	263.99	4	64
10291	2016	10	108.1	1	27
10291	2016	7	54.01	1	11
10291	2016	6	39.53	1	12
10291	2016	2	175.12	2	55
10292	2010	12	-1.78E-15	1	7
10292	2010	11	0.4	4	52
10292	2010	10	7.11E-15	2	28
10292	2010	8	0	2	33
10292	2010	7	167.11	2	37
10292	2010	6	120.97	2	39
10292	2010	5	126.78	3	32
10292	2010	4	94.81	3	23
10292	2010	3	115.85	1	35
10292	2010	2	84.97	2	20
10292	2010	1	150.23	3	40
10292	2011	11	-1.78E-15	2	29
10292	2011	9	2.13E-14	2	23
10292	2011	8	0	2	28
10292	2011	7	0	3	59
10292	2011	6	-1.71E-13	3	57
10292	2011	5	0	1	16
10292	2011	2	1.78E-15	1	18
10292	2012	12	7.11E-15	2	28
10292	2012	6	-8.53E-14	4	61
10292	2012	5	0	1	21
10292	2012	4	2.49E-14	1	32
10292	2012	3	-3.55E-15	2	22
10292	2012	2	0.56	3	48
10292	2012	1	0.11	3	40
10292	2013	12	0	1	9
10292	2013	11	1.42E-14	3	33
10292	2013	10	0	4	64
10292	2013	9	-1.78E-15	2	22
10292	2013	8	0.66	2	27
10292	2013	7	7.11E-15	1	13
10292	2013	6	3.55E-14	4	64
10292	2013	5	5.33E-15	2	32
10292	2013	4	2.5	3	48
10292	2013	2	3.55E-14	4	52
10292	2013	1	2.13E-14	2	29
10292	2014	12	72.74	2	20
10292	2014	11	357.26	7	105
10292	2014	10	95.48	2	22
10292	2014	9	154.1	3	29
10292	2014	8	313.71	5	68
10292	2014	7	268.45	4	60
10292	2014	6	203.03	3	44
10292	2014	5	158.28	3	35
10292	2014	4	88.65	2	18
10292	2014	3	64.43	1	18
10292	2014	2	105.61	2	22
10292	2014	1	169.57	6	78
10292	2015	12	195.11	4	49
10292	2015	11	100.18	2	37
10292	2015	10	148.09	3	30
10292	2015	9	256.49	5	52
10292	2015	8	165.99	3	43
10292	2015	7	117.24	2	23
10292	2015	6	155.55	4	32
10292	2015	5	233.49	4	59
10292	2015	4	313.83	6	68
10292	2015	3	473.15	8	100
10292	2015	2	286.54	5	70
10292	2015	1	304.72	5	74
10292	2016	12	379.02	7	107
10292	2016	11	198.17	4	52
10292	2016	10	249.01	4	58
10292	2016	9	415.33	7	83
10292	2016	8	88.75	1	16
10292	2016	7	133.35	2	30
10292	2016	6	120.74	3	30
10292	2016	5	198.23	4	48
10292	2016	4	244.85	5	58
10292	2016	3	286.65	5	67
10292	2016	2	133.94	3	35
